"Aasta","Maakond","Kultuur","Taimekaitsevahendid kokku Kogus","Taimekaitsevahendid kokku Kogus töödeldud hektari kohta","Putukatõrjevahendid Kogus","Putukatõrjevahendid Kogus töödeldud hektari kohta","Seenhaiguste tõrjevahendid Kogus","Seenhaiguste tõrjevahendid Kogus töödeldud hektari kohta","Umbrohutõrjevahendid Kogus","Umbrohutõrjevahendid Kogus töödeldud hektari kohta","Puhtimispreparaadid Kogus","Puhtimispreparaadid Kogus töödeldud hektari kohta","Kasvuregulaatorid Kogus","Kasvuregulaatorid Kogus töödeldud hektari kohta","Desikandid Kogus","Desikandid Kogus töödeldud hektari kohta","Molluskitsiidid Kogus","Molluskitsiidid Kogus töödeldud hektari kohta"
"2002","Võru maakond","Söödakultuurid",128.80,..,0.00,0.00,0.00,0.00,128.80,1.26,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2002","Võru maakond","Tehnilised kultuurid",2794.90,..,113.90,0.15,0.00,0.00,2681.10,1.57,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2002","Võru maakond","Avamaaköögivili",11.80,..,5.40,0.25,0.00,0.00,6.40,1.35,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2002","Võru maakond","Katmikkultuurid",0.00,..,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2002","Võru maakond","Viljapuud ja marjapõõsad",3.60,..,2.50,0.28,0.30,0.11,0.70,1.97,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2002","Võru maakond","Maasikad",0.30,..,0.30,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2002","Võru maakond","Muud kultuurid",11.20,..,0.00,0.00,0.00,0.00,11.20,1.44,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2003","Kogu Eesti","Kultuurid kokku",321325.20,..,5647.60,0.11,24113.30,0.58,268422.30,1.06,5373.60,0.13,17763.40,0.58,5.00,0.50,..,..
"2003","Kogu Eesti","Teravili",208374.20,..,1412.30,0.09,12989.70,0.39,171749.50,0.90,4852.10,0.13,17370.60,0.57,0.00,0.00,..,..
"2003","Kogu Eesti","Kaunvili",4313.50,..,141.30,0.14,0.00,0.00,4165.10,1.42,7.10,0.03,0.00,0.00,0.00,0.00,..,..
"2003","Kogu Eesti","Kartul",9485.80,..,268.70,0.25,8005.50,4.12,1062.80,0.42,148.80,0.29,0.00,0.00,0.00,0.00,..,..
"2003","Kogu Eesti","Söödakultuurid",11375.20,..,18.80,0.11,26.30,0.34,10909.80,1.24,22.50,0.08,392.80,1.91,5.00,0.50,..,..
"2003","Kogu Eesti","Tehnilised kultuurid",69653.80,..,3283.80,0.10,2032.20,0.38,63999.40,1.56,338.40,0.12,0.00,0.00,0.00,0.00,..,..
"2003","Kogu Eesti","Avamaaköögivili",2580.70,..,102.00,0.18,177.30,2.87,2300.90,2.42,0.50,0.21,0.00,0.00,0.00,0.00,..,..
"2003","Kogu Eesti","Katmikkultuurid",116.50,..,17.00,1.38,95.30,7.50,0.00,0.00,4.20,1.75,0.00,0.00,0.00,0.00,..,..
"2003","Kogu Eesti","Viljapuud ja marjapõõsad",1290.60,..,171.10,0.27,698.10,1.69,421.40,1.32,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2003","Kogu Eesti","Maasikad",463.60,..,228.10,1.76,87.50,1.25,148.00,2.30,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2003","Kogu Eesti","Muud kultuurid",13671.30,..,4.50,0.29,1.40,0.93,13665.40,2.14,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2003","Harju maakond","Kultuurid kokku",22713.00,..,513.20,0.13,3270.10,1.10,17633.50,1.12,326.40,0.31,969.80,0.48,0.00,0.00,..,..
"2003","Harju maakond","Teravili",12581.50,..,244.20,0.21,513.50,0.27,10664.50,1.00,308.10,0.45,851.20,0.43,0.00,0.00,..,..
"2003","Harju maakond","Kaunvili",399.40,..,2.70,0.10,0.00,0.00,396.70,1.68,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2003","Harju maakond","Kartul",2044.30,..,7.50,0.03,1929.80,5.29,104.20,0.33,2.80,0.01,0.00,0.00,0.00,0.00,..,..
"2003","Harju maakond","Söödakultuurid",744.50,..,0.80,0.03,13.50,0.50,609.20,1.10,2.40,0.08,118.60,3.99,0.00,0.00,..,..
"2003","Harju maakond","Tehnilised kultuurid",4282.20,..,107.00,0.05,620.90,0.96,3545.40,1.24,8.90,0.09,0.00,0.00,0.00,0.00,..,..
"2003","Harju maakond","Avamaaköögivili",907.20,..,50.90,0.14,118.20,2.78,738.10,2.16,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2003","Harju maakond","Katmikkultuurid",79.70,..,12.90,1.70,62.60,8.24,0.00,0.00,4.20,1.75,0.00,0.00,0.00,0.00,..,..
"2003","Harju maakond","Viljapuud ja marjapõõsad",12.30,..,12.30,0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2003","Harju maakond","Maasikad",123.60,..,74.90,3.92,11.60,1.15,37.10,4.03,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2003","Harju maakond","Muud kultuurid",1538.30,..,0.00,0.00,0.00,0.00,1538.30,2.26,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2003","Hiiu maakond","Kultuurid kokku",509.90,..,0.00,0.00,10.30,0.50,433.90,0.90,0.00,0.00,65.70,1.30,0.00,0.00,..,..
"2003","Hiiu maakond","Teravili",292.70,..,0.00,0.00,10.30,0.50,216.70,0.61,0.00,0.00,65.70,1.30,0.00,0.00,..,..
"2003","Hiiu maakond","Kaunvili",15.70,..,0.00,0.00,0.00,0.00,15.70,0.79,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2003","Hiiu maakond","Kartul",0.20,..,0.00,0.00,0.00,0.00,0.20,0.05,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2003","Hiiu maakond","Söödakultuurid",14.50,..,0.00,0.00,0.00,0.00,14.50,0.89,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2003","Hiiu maakond","Tehnilised kultuurid",186.80,..,0.00,0.00,0.00,0.00,186.80,2.11,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2003","Hiiu maakond","Avamaaköögivili",0.00,..,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2003","Hiiu maakond","Katmikkultuurid",0.00,..,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2003","Hiiu maakond","Viljapuud ja marjapõõsad",0.00,..,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2003","Hiiu maakond","Maasikad",0.00,..,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2003","Hiiu maakond","Muud kultuurid",0.00,..,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2003","Ida-Viru maakond","Kultuurid kokku",5935.60,..,57.90,0.12,359.80,1.31,5465.00,1.14,41.40,0.43,11.50,1.00,0.00,0.00,..,..
"2003","Ida-Viru maakond","Teravili",3429.20,..,0.00,0.00,72.30,0.38,3304.00,0.99,41.40,0.43,11.50,1.00,0.00,0.00,..,..
"2003","Ida-Viru maakond","Kaunvili",78.90,..,2.40,0.10,0.00,0.00,76.50,1.19,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2003","Ida-Viru maakond","Kartul",295.10,..,1.40,0.13,279.50,3.30,14.20,0.16,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2003","Ida-Viru maakond","Söödakultuurid",704.60,..,5.80,0.15,0.00,0.00,698.80,1.39,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2003","Ida-Viru maakond","Tehnilised kultuurid",1361.10,..,45.90,0.11,0.00,0.00,1315.20,1.70,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2003","Ida-Viru maakond","Avamaaköögivili",57.60,..,1.30,0.12,0.00,0.00,56.30,3.01,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2003","Ida-Viru maakond","Katmikkultuurid",9.00,..,1.00,1.00,8.00,26.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2003","Ida-Viru maakond","Viljapuud ja marjapõõsad",0.00,..,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2003","Ida-Viru maakond","Maasikad",0.10,..,0.10,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2003","Ida-Viru maakond","Muud kultuurid",0.00,..,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2003","Jõgeva maakond","Kultuurid kokku",31889.70,..,928.40,0.18,3319.60,0.74,24954.90,0.92,539.20,0.11,2142.60,0.57,5.00,0.50,..,..
"2003","Jõgeva maakond","Teravili",19871.20,..,47.70,0.10,1933.90,0.47,15223.70,0.73,523.30,0.11,2142.60,0.57,0.00,0.00,..,..
"2003","Jõgeva maakond","Kaunvili",702.30,..,15.50,0.16,0.00,0.00,686.80,4.26,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2003","Jõgeva maakond","Kartul",1472.00,..,31.40,0.19,1336.80,5.71,88.40,0.19,15.40,0.18,0.00,0.00,0.00,0.00,..,..
"2003","Jõgeva maakond","Söödakultuurid",996.10,..,0.00,0.00,0.00,0.00,991.10,1.20,0.00,0.00,0.00,0.00,5.00,0.50,..,..
"2003","Jõgeva maakond","Tehnilised kultuurid",8396.00,..,817.10,0.18,36.00,0.43,7542.90,1.61,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2003","Jõgeva maakond","Avamaaköögivili",160.80,..,12.60,0.46,0.00,0.00,147.70,2.77,0.50,0.21,0.00,0.00,0.00,0.00,..,..
"2003","Jõgeva maakond","Katmikkultuurid",7.90,..,1.20,1.20,6.70,4.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2003","Jõgeva maakond","Viljapuud ja marjapõõsad",30.30,..,0.20,0.40,1.10,0.52,29.00,0.79,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2003","Jõgeva maakond","Maasikad",34.90,..,2.70,1.00,3.90,1.30,28.30,3.82,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2003","Jõgeva maakond","Muud kultuurid",218.20,..,0.00,0.00,1.20,2.00,217.00,2.67,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2003","Järva maakond","Kultuurid kokku",34896.70,..,435.60,0.12,1323.80,0.33,31129.10,1.03,608.30,0.11,1399.90,0.40,0.00,0.00,..,..
"2003","Järva maakond","Teravili",24087.20,..,11.20,0.10,1070.10,0.33,21013.40,0.94,592.60,0.12,1399.90,0.40,0.00,0.00,..,..
"2003","Järva maakond","Kaunvili",381.20,..,2.20,0.10,0.00,0.00,379.00,2.04,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2003","Järva maakond","Kartul",373.50,..,1.50,0.13,72.70,2.78,299.30,1.90,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2003","Järva maakond","Söödakultuurid",2019.80,..,0.00,0.00,0.00,0.00,2004.10,1.09,15.70,0.09,0.00,0.00,0.00,0.00,..,..
"2003","Järva maakond","Tehnilised kultuurid",7534.00,..,394.60,0.12,179.40,0.23,6960.00,1.28,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2003","Järva maakond","Avamaaköögivili",32.20,..,0.40,0.08,0.00,0.00,31.80,2.41,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2003","Järva maakond","Katmikkultuurid",0.00,..,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2003","Järva maakond","Viljapuud ja marjapõõsad",25.50,..,25.50,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2003","Järva maakond","Maasikad",1.80,..,0.20,0.18,1.60,1.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2003","Järva maakond","Muud kultuurid",441.50,..,0.00,0.00,0.00,0.00,441.50,2.59,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2003","Lääne maakond","Kultuurid kokku",7397.30,..,71.60,0.09,24.40,0.47,6877.50,1.02,177.30,0.13,246.50,0.88,0.00,0.00,..,..
"2003","Lääne maakond","Teravili",5072.10,..,23.50,0.16,13.00,0.34,4651.10,0.88,172.20,0.13,212.30,0.78,0.00,0.00,..,..
"2003","Lääne maakond","Kaunvili",108.60,..,1.00,0.03,0.00,0.00,104.40,0.79,3.20,0.21,0.00,0.00,0.00,0.00,..,..
"2003","Lääne maakond","Kartul",9.50,..,0.00,0.00,8.80,1.47,0.70,0.03,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2003","Lääne maakond","Söödakultuurid",584.20,..,0.00,0.00,0.00,0.00,549.30,0.93,0.70,0.08,34.20,3.98,0.00,0.00,..,..
"2003","Lääne maakond","Tehnilised kultuurid",1369.90,..,47.10,0.08,2.60,0.33,1319.00,2.19,1.20,0.11,0.00,0.00,0.00,0.00,..,..
"2003","Lääne maakond","Avamaaköögivili",0.00,..,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2003","Lääne maakond","Katmikkultuurid",0.00,..,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2003","Lääne maakond","Viljapuud ja marjapõõsad",0.00,..,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2003","Lääne maakond","Maasikad",0.00,..,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2003","Lääne maakond","Muud kultuurid",253.00,..,0.00,0.00,0.00,0.00,253.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2003","Lääne-Viru maakond","Kultuurid kokku",63558.50,..,1175.90,0.09,3562.50,0.35,53904.40,1.24,1439.00,0.13,3476.70,0.54,0.00,0.00,..,..
"2003","Lääne-Viru maakond","Teravili",43647.00,..,487.60,0.08,2772.80,0.34,35684.40,1.09,1282.20,0.13,3420.00,0.53,0.00,0.00,..,..
"2003","Lääne-Viru maakond","Kaunvili",52.10,..,0.00,0.00,0.00,0.00,52.10,0.57,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2003","Lääne-Viru maakond","Kartul",355.00,..,6.50,0.12,335.20,5.21,6.40,0.21,6.90,0.33,0.00,0.00,0.00,0.00,..,..
"2003","Lääne-Viru maakond","Söödakultuurid",2100.20,..,0.00,0.00,0.00,0.00,2042.80,1.86,0.70,0.03,56.70,3.99,0.00,0.00,..,..
"2003","Lääne-Viru maakond","Tehnilised kultuurid",14545.30,..,658.10,0.09,450.60,0.25,13287.40,1.65,149.20,0.12,0.00,0.00,0.00,0.00,..,..
"2003","Lääne-Viru maakond","Avamaaköögivili",9.40,..,0.40,0.02,0.00,0.00,9.00,0.45,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2003","Lääne-Viru maakond","Katmikkultuurid",0.00,..,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2003","Lääne-Viru maakond","Viljapuud ja marjapõõsad",183.70,..,19.80,1.50,0.00,0.00,163.90,1.22,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2003","Lääne-Viru maakond","Maasikad",35.60,..,3.50,0.76,3.90,1.11,28.20,1.42,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2003","Lääne-Viru maakond","Muud kultuurid",2630.20,..,0.00,0.00,0.00,0.00,2630.20,2.23,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2003","Põlva maakond","Kultuurid kokku",15380.60,..,276.20,0.07,1143.10,0.51,13233.00,0.78,333.30,0.13,395.00,0.57,0.00,0.00,..,..
"2003","Põlva maakond","Teravili",11247.40,..,57.80,0.05,572.30,0.31,9940.70,0.70,281.60,0.13,395.00,0.57,0.00,0.00,..,..
"2003","Põlva maakond","Kaunvili",131.90,..,31.00,0.14,0.00,0.00,100.00,0.75,0.90,0.02,0.00,0.00,0.00,0.00,..,..
"2003","Põlva maakond","Kartul",454.60,..,0.00,0.00,444.10,5.39,10.50,0.17,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2003","Põlva maakond","Söödakultuurid",84.70,..,0.00,0.00,0.00,0.00,84.70,1.22,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2003","Põlva maakond","Tehnilised kultuurid",3377.00,..,166.40,0.07,110.70,0.34,3049.10,1.21,50.80,0.12,0.00,0.00,0.00,0.00,..,..
"2003","Põlva maakond","Avamaaköögivili",22.50,..,0.30,0.06,4.00,0.60,18.20,1.66,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2003","Põlva maakond","Katmikkultuurid",0.00,..,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2003","Põlva maakond","Viljapuud ja marjapõõsad",31.60,..,0.30,0.30,1.50,1.50,29.80,4.38,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2003","Põlva maakond","Maasikad",30.90,..,20.40,0.84,10.50,1.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2003","Põlva maakond","Muud kultuurid",0.00,..,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2003","Pärnu maakond","Kultuurid kokku",16910.20,..,127.80,0.07,1388.90,0.61,13990.70,1.01,227.00,0.08,1175.80,0.72,0.00,0.00,..,..
"2003","Pärnu maakond","Teravili",10893.10,..,47.70,0.09,820.90,0.44,8638.70,0.88,222.30,0.08,1163.50,0.74,0.00,0.00,..,..
"2003","Pärnu maakond","Kaunvili",240.40,..,4.90,0.12,0.00,0.00,234.80,1.13,0.70,0.02,0.00,0.00,0.00,0.00,..,..
"2003","Pärnu maakond","Kartul",572.40,..,5.40,0.20,482.40,1.96,84.10,0.42,0.50,0.12,0.00,0.00,0.00,0.00,..,..
"2003","Pärnu maakond","Söödakultuurid",958.00,..,0.00,0.00,0.00,0.00,945.70,0.72,0.00,0.00,12.30,0.22,0.00,0.00,..,..
"2003","Pärnu maakond","Tehnilised kultuurid",3750.60,..,44.80,0.04,25.50,0.17,3676.80,1.81,3.50,0.12,0.00,0.00,0.00,0.00,..,..
"2003","Pärnu maakond","Avamaaköögivili",60.60,..,10.00,0.58,36.00,6.00,14.60,2.66,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2003","Pärnu maakond","Katmikkultuurid",0.00,..,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2003","Pärnu maakond","Viljapuud ja marjapõõsad",27.40,..,11.00,1.15,16.40,1.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2003","Pärnu maakond","Maasikad",19.40,..,4.00,0.70,7.70,2.48,7.70,1.64,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2003","Pärnu maakond","Muud kultuurid",388.30,..,0.00,0.00,0.00,0.00,388.30,2.23,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2003","Rapla maakond","Kultuurid kokku",16511.20,..,117.20,0.08,1571.10,0.51,13953.80,1.06,188.10,0.14,681.00,0.76,0.00,0.00,..,..
"2003","Rapla maakond","Teravili",10840.70,..,38.50,0.07,1476.60,0.53,8577.90,0.89,176.60,0.14,571.10,0.66,0.00,0.00,..,..
"2003","Rapla maakond","Kaunvili",44.90,..,3.10,0.30,0.00,0.00,41.80,1.24,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2003","Rapla maakond","Kartul",11.90,..,0.00,0.00,4.40,0.33,7.50,0.14,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2003","Rapla maakond","Söödakultuurid",499.00,..,0.00,0.00,0.00,0.00,386.90,0.94,2.20,0.08,109.90,4.00,0.00,0.00,..,..
"2003","Rapla maakond","Tehnilised kultuurid",3164.70,..,49.30,0.06,83.30,0.33,3022.80,1.18,9.30,0.12,0.00,0.00,0.00,0.00,..,..
"2003","Rapla maakond","Avamaaköögivili",52.00,..,3.70,0.18,0.00,0.00,48.30,1.79,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2003","Rapla maakond","Katmikkultuurid",7.50,..,0.70,0.58,6.80,5.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2003","Rapla maakond","Viljapuud ja marjapõõsad",0.00,..,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2003","Rapla maakond","Maasikad",24.10,..,21.90,1.46,0.00,0.00,2.20,0.49,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2003","Rapla maakond","Muud kultuurid",1866.40,..,0.00,0.00,0.00,0.00,1866.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2003","Saare maakond","Kultuurid kokku",4356.00,..,39.50,0.11,370.60,3.31,3818.30,0.85,41.90,0.09,85.70,0.85,0.00,0.00,..,..
"2003","Saare maakond","Teravili",1994.90,..,4.60,0.10,10.00,0.24,1893.00,0.65,41.10,0.09,46.20,0.51,0.00,0.00,..,..
"2003","Saare maakond","Kaunvili",152.90,..,1.20,0.10,0.00,0.00,151.70,1.33,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2003","Saare maakond","Kartul",410.10,..,0.00,0.00,360.60,5.09,49.50,0.70,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2003","Saare maakond","Söödakultuurid",458.10,..,0.00,0.00,0.00,0.00,417.80,1.52,0.80,0.08,39.50,3.99,0.00,0.00,..,..
"2003","Saare maakond","Tehnilised kultuurid",568.90,..,32.50,0.12,0.00,0.00,536.40,1.36,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2003","Saare maakond","Avamaaköögivili",0.00,..,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2003","Saare maakond","Katmikkultuurid",0.00,..,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2003","Saare maakond","Viljapuud ja marjapõõsad",0.00,..,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2003","Saare maakond","Maasikad",0.00,..,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2003","Saare maakond","Muud kultuurid",771.10,..,1.20,0.10,0.00,0.00,769.90,1.05,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2003","Tartu maakond","Kultuurid kokku",43031.30,..,862.20,0.13,4065.50,0.57,32983.80,1.07,924.00,0.14,4195.80,0.66,0.00,0.00,..,..
"2003","Tartu maakond","Teravili",29725.70,..,278.70,0.09,2191.90,0.40,22361.40,0.93,719.50,0.12,4174.20,0.66,0.00,0.00,..,..
"2003","Tartu maakond","Kaunvili",583.90,..,16.90,0.20,0.00,0.00,567.00,2.73,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2003","Tartu maakond","Kartul",1685.80,..,184.90,0.47,1062.80,3.12,315.90,0.62,122.20,0.74,0.00,0.00,0.00,0.00,..,..
"2003","Tartu maakond","Söödakultuurid",1478.10,..,1.90,0.19,12.80,0.25,1441.80,1.75,0.00,0.00,21.60,0.36,0.00,0.00,..,..
"2003","Tartu maakond","Tehnilised kultuurid",6914.90,..,246.10,0.09,341.50,0.39,6245.00,1.47,82.30,0.12,0.00,0.00,0.00,0.00,..,..
"2003","Tartu maakond","Avamaaköögivili",938.10,..,6.00,0.21,6.70,3.05,925.40,2.52,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2003","Tartu maakond","Katmikkultuurid",12.40,..,1.20,0.80,11.20,5.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2003","Tartu maakond","Viljapuud ja marjapõõsad",595.30,..,53.30,0.17,431.90,1.44,110.10,1.90,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2003","Tartu maakond","Maasikad",83.20,..,72.60,3.27,6.70,0.82,3.90,0.68,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2003","Tartu maakond","Muud kultuurid",1013.90,..,0.60,6.00,0.00,0.00,1013.30,1.45,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2003","Valga maakond","Kultuurid kokku",12227.50,..,201.00,0.08,902.50,0.38,10184.20,0.77,154.10,0.13,785.70,0.00,0.00,0.00,..,..
"2003","Valga maakond","Teravili",7053.10,..,100.20,0.08,684.50,0.33,5348.60,0.53,134.10,0.13,785.70,0.56,0.00,0.00,..,..
"2003","Valga maakond","Kaunvili",174.30,..,16.80,0.14,0.00,0.00,157.50,0.49,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2003","Valga maakond","Kartul",151.90,..,4.00,0.11,143.10,4.07,4.80,0.16,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2003","Valga maakond","Söödakultuurid",136.00,..,0.00,0.00,0.00,0.00,136.00,1.52,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2003","Valga maakond","Tehnilised kultuurid",2498.30,..,78.80,0.08,74.60,0.32,2324.90,1.47,20.00,0.12,0.00,0.00,0.00,0.00,..,..
"2003","Valga maakond","Avamaaköögivili",0.10,..,0.10,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2003","Valga maakond","Katmikkultuurid",0.00,..,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2003","Valga maakond","Viljapuud ja marjapõõsad",0.00,..,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2003","Valga maakond","Maasikad",1.40,..,1.10,0.44,0.30,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2003","Valga maakond","Muud kultuurid",2212.40,..,0.00,0.00,0.00,0.00,2212.40,2.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2003","Viljandi maakond","Kultuurid kokku",36324.20,..,718.20,0.14,2383.70,1.28,30879.50,1.25,272.10,0.15,2070.70,0.59,0.00,0.00,..,..
"2003","Viljandi maakond","Teravili",20341.10,..,64.30,0.09,638.70,0.55,17310.50,0.99,256.90,0.16,2070.70,0.59,0.00,0.00,..,..
"2003","Viljandi maakond","Kaunvili",949.60,..,21.30,0.11,0.00,0.00,927.10,1.12,1.20,0.02,0.00,0.00,0.00,0.00,..,..
"2003","Viljandi maakond","Kartul",1386.00,..,4.40,0.19,1345.50,4.01,35.30,0.08,0.80,0.09,0.00,0.00,0.00,0.00,..,..
"2003","Viljandi maakond","Söödakultuurid",576.60,..,10.30,0.10,0.00,0.00,566.30,1.40,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2003","Viljandi maakond","Tehnilised kultuurid",10640.30,..,523.70,0.14,107.10,0.43,9996.30,2.23,13.20,0.14,0.00,0.00,0.00,0.00,..,..
"2003","Viljandi maakond","Avamaaköögivili",340.20,..,16.30,0.25,12.40,2.95,311.50,3.31,0.00,0.00,0.00,0.00,0.00,0.00,..,..
"2003","Viljandi maakond","Katmikkultuurid",0.00,..,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..
